FIRE,MIN_NEAR_D,vegID,geomor1,aspect,slope,dem,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,tadem,pa,im,aridity
Yes,5607.416 ,6,31,140.440 ,89.938 ,556,-2.9792,14.225,25.7233,1545.428,23.5,-31.8,55.3,15.3333,-22.4833,15.3333,-22.4833,536,141,4,104.0982,346,15,346,15,-51,5145,1031,724
Yes,401.438 ,10,30,219.644 ,89.990 ,454,-3.6875,14.325,25.0437,1643.3352,24.1,-33.1,57.2,15.7667,-24.3833,15.7667,-24.3833,508,130,4,102.4467,325,14,325,14,-53,5144,1023,725
Yes,7054.992 ,6,31,12.848 ,89.984 ,608,-3.1667,14.1833,25.1478,1589.0582,23.8,-32.6,56.4,15.5667,-23.3167,15.5667,-23.3167,530,137,4,102.746,339,14,339,14,-47,5119,1007,725
Yes,6328.807 ,6,42,355.285 ,89.991 ,973,-4.3208,15.1417,26.611,1568.5726,22.9,-34,56.9,14.2333,-24.1833,14.2333,-24.1833,544,146,4,107.0917,361,14,361,14,-52,5030,934,726
Yes,1220.656 ,7,19,338.698 ,89.995 ,771,-4.3208,15.275,26.5191,1587.3284,23.1,-34.5,57.6,14.3833,-24.5,14.3833,-24.5,533,143,4,107.0037,353,14,353,14,-52,5036,938,726
Yes,3393.119 ,6,31,189.888 ,89.983 ,437,-4.5708,14.7083,26.2181,1555.3564,22.4,-33.7,56.1,13.9,-24.2,13.9,-24.2,554,149,4,106.721,366,14,366,14,-52,5056,953,726
Yes,4514.057 ,6,42,282.633 ,89.985 ,889,-3.6542,14.975,26.3181,1574.6088,23.4,-33.5,56.9,14.9,-23.7,14.9,-23.7,524,138,4,105.651,344,13,344,13,-52,5014,921,727
Yes,7549.922 ,6,42,61.805 ,89.992 ,1138,-5.3792,14.6083,26.1798,1545.5574,21.8,-34,55.8,13.1333,-24.7167,13.1333,-24.7167,566,149,3,104.9842,369,13,369,13,-52,5013,920,727
Yes,4192.077 ,6,42,135.000 ,89.987 ,848,-3.7125,15.0083,25.9211,1649.6323,24.1,-33.8,57.9,15.7,-24.6167,15.7,-24.6167,500,129,4,103.325,323,15,323,15,-53,5019,923,727
Yes,919.409 ,5,42,20.019 ,89.993 ,848,-4.4125,14.9917,25.8032,1663.0135,23.8,-34.3,58.1,15.25,-25.3833,15.25,-25.3833,510,127,5,100.5229,324,17,324,17,-52,5015,920,727
Yes,6269.492 ,6,25,228.576 ,89.973 ,587,-4.4208,14.8417,25.6333,1660.4291,23.7,-34.2,57.9,15.2333,-25.3167,15.2333,-25.3167,509,129,5,102.0429,327,17,327,17,-52,5026,928,727
Yes,6328.807 ,6,42,355.285 ,89.991 ,973,-4.3458,15.225,26.6637,1573.0551,22.9,-34.2,57.1,14.2333,-24.2833,14.2333,-24.2833,541,146,4,107.4383,360,15,360,15,-52,5028,930,727
Yes,4733.132 ,3,42,148.443 ,89.994 ,812,-4.7167,14.8333,26.347,1556.9877,22.4,-33.9,56.3,13.7833,-24.3667,13.7833,-24.3667,542,146,3,108.4167,362,12,362,12,-52,5028,930,727
Yes,3020.305 ,5,15,173.870 ,89.996 ,683,-4.3125,15.1417,26.611,1569.8627,22.8,-34.1,56.9,14.2333,-24.2333,14.2333,-24.2333,530,143,4,107.73,353,14,353,14,-51,4939,863,729
Yes,5597.375 ,6,42,112.659 ,89.992 ,1036,-4.0458,15.0083,26.3767,1570.8313,23.1,-33.8,56.9,14.5167,-24,14.5167,-24,524,140,3,107.1754,347,12,347,12,-52,4978,891,729
Yes,271.386 ,10,14,179.193 ,89.974 ,370,-1.3542,14.8083,26.3493,1558.6598,24.8,-31.4,56.2,16.8167,-21.3833,16.8167,-21.3833,511,146,3,111.7792,344,12,344,12,-27,5125,981,729
Yes,5496.836 ,6,32,238.116 ,89.988 ,766,-4.7792,15.075,26.7287,1552.948,22.2,-34.2,56.4,13.65,-24.3833,13.65,-24.3833,542,147,3,107.6548,360,12,360,12,-51,4925,854,730
Yes,2201.434 ,3,31,211.109 ,89.986 ,508,-1.5958,14.8583,26.5802,1547.9275,24.6,-31.3,55.9,16.55,-21.4,16.55,-21.4,516,145,4,110.0466,345,14,345,14,-44,5118,975,730
Yes,6475.600 ,34,31,15.524 ,89.951 ,583,-1.1875,14.9083,26.5273,1556.123,25,-31.2,56.2,16.9667,-21.1833,16.9667,-21.1833,507,144,4,111.3504,341,13,341,13,-56,5102,978,730
Yes,4480.633 ,6,42,265.182 ,89.997 ,879,-3.7375,15.4083,25.8964,1711.7961,25.1,-34.4,59.5,16.3333,-21.0167,16.3333,-25.4667,461,114,4,98.8066,290,17,290,17,-51,4972,879,731
Yes,5786.118 ,6,42,317.900 ,89.997 ,876,-4.5917,14.6833,25.6254,1642.1616,23.3,-34,57.3,14.9333,-25.1833,14.9333,-25.1833,521,131,5,100.9167,332,17,332,17,-51,4993,893,731
Yes,258.709 ,10,31,125.538 ,89.990 ,394,-2.7083,14.9167,26.3081,1572.5743,24,-32.7,56.7,15.75,-22.7833,15.75,-22.7833,523,141,4,106.8724,344,14,344,14,-25,5124,966,733
Yes,6501.926 ,21,40,68.587 ,89.983 ,421,-2.4833,14.95,26.2742,1580.2349,24.3,-32.6,56.9,16.05,-22.6667,16.05,-22.6667,519,139,4,105.9943,339,14,339,14,-25,5124,962,734
Yes,6584.380 ,34,21,252.655 ,89.995 ,492,-2.3708,15.0083,26.3767,1578.55,24.4,-32.5,56.9,16.15,-22.5167,16.15,-22.5167,513,138,4,106.5435,336,14,336,14,-31,5121,953,735
Yes,3716.753 ,10,11,195.255 ,89.838 ,349,-1.0125,14.7083,26.5015,1542.423,24.9,-30.6,55.5,17.0167,-20.75,17.0167,-20.75,505,146,3,112.4379,341,13,341,13,-56,5078,929,738
Yes,1019.492 ,21,29,127.278 ,89.978 ,455,-2.1042,14.8083,26.3493,1558.8654,24.4,-31.8,56.2,16.2,-21.9667,16.2,-21.9667,521,143,4,108.546,346,13,346,13,-37,5137,967,739
Yes,549.952 ,10,11,225.000 ,89.931 ,410,-2.8833,14.3833,26.0096,1542.4159,23.5,-31.8,55.3,15.3667,-22.3667,15.3667,-22.3667,537,143,4,104.4996,347,15,347,15,-39,5137,970,739
Yes,6185.090 ,6,31,320.528 ,89.990 ,437,-2.8125,14.675,26.1121,1565.5193,23.8,-32.4,56.2,15.6,-22.7333,15.6,-22.7333,528,143,3,107.2878,347,12,347,12,-23,5125,939,740
Yes,3444.841 ,10,31,317.663 ,89.990 ,410,-1.0292,14.8917,26.4976,1557.665,25.3,-30.9,56.2,17.2167,-20.9833,17.2167,-20.9833,502,142,3,111.7338,338,11,338,11,-56,5070,914,741
Yes,379.006 ,10,11,150.945 ,89.821 ,340,-1.25,14.9167,26.0326,1596.9004,25.3,-32,57.3,17.2833,-21.9167,17.2833,-21.9167,508,144,3,110.5257,339,13,339,13,-31,5141,971,742
Yes,2072.513 ,2,42,187.512 ,89.990 ,674,-3.725,14.0833,25.0148,1619.6401,23.9,-32.4,56.3,15.6,-23.9167,15.6,-23.9167,520,131,5,99.8722,328,19,328,19,-53,5065,903,744
Yes,10558.254 ,6,42,77.922 ,89.992 ,838,-2.8333,14.75,26.1989,1563.0686,23.8,-32.5,56.3,15.5667,-22.6833,15.5667,-22.6833,531,142,4,105.1657,344,15,344,15,-33,5140,959,746
Yes,5479.692 ,6,33,73.926 ,89.970 ,872,-5.3167,15.1,26.3525,1590.6107,22.5,-34.8,57.3,13.6333,-25.3333,13.6333,-25.3333,547,143,4,104.5966,357,15,357,15,-57,4822,732,748
Yes,3253.857 ,6,42,69.111 ,89.992 ,585,-3.8292,13.825,24.776,1607.6443,23.5,-32.3,55.8,15.3667,-23.8667,15.3667,-23.8667,529,135,5,100.1817,333,17,333,17,-20,5139,916,748
Yes,2436.604 ,34,31,264.843 ,89.993 ,431,-3.5,14.9667,25.4535,1699.8075,25.1,-33.7,58.8,16.4667,-20.6333,16.4667,-24.9833,470,116,5,98.9597,296,19,296,19,-32,4997,826,749
Yes,1.884 ,10,11,226.245 ,89.986 ,337,-1.0958,14.975,25.9983,1605.5676,25.4,-32.2,57.6,17.4833,-17.85,17.4833,-21.9333,501,144,3,112.3964,338,12,338,12,-56,5049,873,749
Yes,2059.370 ,6,42,259.439 ,89.996 ,846,-5.8792,15.1917,26.5589,1585.443,21.9,-35.3,57.2,13.0333,-25.8167,13.0333,-25.8167,551,146,3,107.3075,366,12,366,12,-57,4798,710,750
Yes,3312.582 ,6,12,190.204 ,89.982 ,434,-2.8833,14.8833,26.1111,1583.2595,24,-33,57,15.6833,-23.1,15.6833,-23.1,523,140,4,106.7654,343,13,343,13,-23,5141,941,750
Yes,2034.386 ,6,21,290.659 ,89.972 ,363,-4.3958,14.125,25.4964,1577.3792,22.7,-32.7,55.4,14.5333,-24,14.5333,-24,529,139,4,105.4457,346,13,346,13,-56,4981,804,752
Yes,5195.348 ,6,42,352.678 ,89.997 ,898,-4.3083,14.45,25.8036,1592.4963,23.1,-32.9,56,14.7833,-24.1167,14.7833,-24.1167,526,135,5,102.7072,339,17,339,17,-50,4982,804,752
Yes,1895.078 ,10,31,118.301 ,89.990 ,456,-2.4708,15.025,26.1304,1597.4788,24.5,-33,57.5,16.2167,-22.9333,16.2167,-22.9333,512,137,4,105.9182,334,14,334,14,-23,5142,931,753
Yes,218.077 ,6,42,311.859 ,89.992 ,624,-4.2542,14.1417,25.4347,1584.759,22.9,-32.7,55.6,14.7333,-23.9833,14.7333,-23.9833,522,136,4,104.964,340,13,340,13,-56,4970,789,754
Yes,2643.044 ,10,31,139.764 ,89.986 ,466,-1.0375,14.8417,26.1758,1579.3916,25.3,-31.4,56.7,17.3333,-17.4667,17.3333,-21.4,498,143,3,112.1878,336,12,336,12,-22,5143,926,754
Yes,1313.669 ,7,22,125.727 ,89.974 ,452,-3.775,14.7667,25.6366,1644.7969,24,-33.6,57.6,15.6,-24.5833,15.6,-24.5833,508,131,5,102.7816,327,16,327,16,-42,4965,775,757
Yes,1275.113 ,10,11,135.000 ,89.347 ,345,-2.7667,14.7,26.1101,1568.1305,23.9,-32.4,56.3,15.6833,-22.7167,15.6833,-22.7167,525,139,4,105.4404,342,14,342,14,-55,5029,832,757
Yes,11734.902 ,21,41,83.157 ,89.976 ,419,-2.5375,14.4417,25.9276,1555.8148,23.9,-31.8,55.7,15.7833,-22.2667,15.7833,-22.2667,525,142,3,107.4069,345,12,345,12,-53,5140,913,758
Yes,5474.945 ,6,33,42.699 ,89.994 ,623,-3.75,14.4167,25.4262,1620.1768,23.7,-33,56.7,15.4667,-24.1167,15.4667,-24.1167,507,132,3,105.1503,331,12,331,12,-50,4957,763,760
Yes,0.660 ,10,11,164.745 ,89.838 ,334,-2.5875,14.3083,25.5506,1568.5042,24,-32,56,15.8667,-22.55,15.8667,-22.55,521,142,3,107.8433,343,12,343,12,-26,5149,901,762
Yes,1548.368 ,6,42,58.465 ,89.994 ,670,-2.2583,14.6833,25.7602,1592.7147,24.6,-32.4,57,16.3833,-22.6333,16.3833,-22.6333,514,139,4,106.6684,337,15,337,15,-22,5151,898,763
Yes,3184.303 ,21,16,253.989 ,89.985 ,427,-3.0125,14.3583,25.9176,1547.5554,23.4,-32,55.4,15.2667,-22.5833,15.2667,-22.5833,536,146,3,107.7971,353,12,353,12,-51,5146,899,763
Yes,4974.804 ,6,42,172.135 ,89.997 ,874,-4.3083,14.7667,26.2752,1589.8297,23,-33.2,56.2,14.6667,-24.15,14.6667,-24.15,533,137,5,101.6643,341,17,341,17,-57,4922,724,764
Yes,2943.765 ,6,42,70.463 ,89.996 ,826,-3.725,14.85,25.7813,1644.2952,24,-33.6,57.6,15.65,-24.5333,15.65,-24.5333,506,129,5,101.5172,323,17,323,17,-57,4929,727,764
Yes,7273.753 ,21,31,315.902 ,89.990 ,514,-2.8667,14.3167,25.4292,1582.4382,24,-32.3,56.3,15.7833,-22.95,15.7833,-22.95,523,138,4,104.7239,338,14,338,14,-52,5149,895,764
Yes,2195.814 ,10,11,167.106 ,89.989 ,379,-3.5125,13.3917,24.5269,1570.8757,23.4,-31.2,54.6,15.35,-22.9667,15.35,-22.9667,532,138,4,103.0209,342,14,342,14,-40,5142,894,764
Yes,3924.101 ,34,19,14.621 ,89.961 ,383,-3.7083,14.7,25.6098,1638.1487,24,-33.4,57.4,15.65,-24.3833,15.65,-24.3833,509,130,5,100.9118,324,19,324,19,-43,4947,737,765
Yes,10330.041 ,34,31,97.524 ,89.965 ,491,-2.1792,14.525,25.8913,1568.3727,24.3,-31.8,56.1,16.25,-22.1333,16.25,-22.1333,522,140,4,105.6614,339,14,339,14,-32,5137,905,765
Yes,2285.974 ,5,42,329.797 ,89.994 ,810,-4.2375,14.925,26.2302,1578.1133,23,-33.9,56.9,14.4,-24.25,14.4,-24.25,533,142,3,107.2424,353,12,353,12,-57,4920,714,767
Yes,7822.779 ,34,41,339.076 ,89.975 ,438,-3.4875,14.6583,26.555,1527.7079,22.9,-32.3,55.2,14.6333,-22.75,14.6333,-22.75,550,148,4,106.1848,361,15,361,15,-39,5185,860,767
Yes,898.023 ,3,17,83.157 ,89.963 ,373,-3.2458,14.025,24.9112,1618.2699,24.1,-32.2,56.3,15.9333,-23.6,15.9333,-23.6,510,131,4,102.5199,326,14,326,14,-34,5005,783,767
Yes,8265.563 ,21,31,77.605 ,89.990 ,457,-3.175,14.2667,25.6595,1560.9095,23.5,-32.1,55.6,15.3,-22.8833,15.3,-22.8833,550,143,5,102.4904,352,17,352,17,-35,5119,892,767
Yes,8198.338 ,21,31,297.872 ,89.992 ,585,-1.1167,14.6333,26.0844,1570.4304,25.1,-31,56.1,17.1667,-17.4333,17.1667,-21.2833,513,145,3,110.53,342,13,342,13,-28,5158,877,769
Yes,5872.525 ,6,42,165.069 ,89.992 ,766,-4.5083,14.3667,25.7007,1591.0886,22.9,-33,55.9,14.5833,-24.2833,14.5833,-24.2833,529,136,5,103.7092,343,16,343,16,-58,4917,701,770
Yes,387.600 ,6,41,124.249 ,89.984 ,653,-3.8833,14.7167,25.6835,1635.2305,23.8,-33.5,57.3,15.4333,-24.5167,15.4333,-24.5167,510,131,5,102.3605,328,17,328,17,-58,4920,703,770
Yes,4967.316 ,6,42,53.479 ,89.992 ,752,-4.0625,14.4583,25.7266,1605.938,23.3,-32.9,56.2,15.0833,-24.1333,15.0833,-24.1333,523,134,4,102.2624,336,15,336,15,-51,4929,710,770
Yes,8167.422 ,6,42,332.684 ,89.994 ,1061,-3.95,14.9833,25.9227,1646.8124,23.9,-33.9,57.8,15.4833,-24.75,15.4833,-24.75,510,130,5,102.2947,328,16,328,16,-58,4899,685,772
Yes,4694.086 ,6,42,31.334 ,89.996 ,885,-4.3458,15.1083,26.0938,1644.4126,23.6,-34.3,57.9,15.1,-25.0833,15.1,-25.0833,510,132,4,104.1841,331,15,331,15,-58,4878,663,774
Yes,6878.909 ,6,42,231.442 ,89.995 ,919,-4.15,14.5333,25.8141,1608.5906,23.4,-32.9,56.3,15.0667,-24.2333,15.0667,-24.2333,517,133,4,103.5443,335,14,335,14,-58,4906,675,776
Yes,1095.265 ,21,31,142.824 ,89.990 ,444,-3.0125,14.325,24.913,1665.3011,25.2,-32.3,57.5,16.65,-23.95,16.65,-23.95,488,121,5,98.5108,305,18,305,18,-31,4974,724,776
Yes,1789.021 ,6,41,124.634 ,89.984 ,521,-2.3292,14.9083,26.1092,1590.3851,24.7,-32.4,57.1,16.35,-22.5833,16.35,-22.5833,523,138,4,104.9726,340,15,340,15,-28,5136,865,777
Yes,424.398 ,5,42,95.042 ,89.973 ,578,-4.3958,15.2083,26.312,1640.771,23.6,-34.2,57.8,15.05,-25.05,15.05,-25.05,516,132,5,102.1832,331,16,331,16,-59,4862,639,779
Yes,6236.623 ,6,35,0.630 ,89.980 ,680,-4.425,14.9833,26.0127,1641.199,23.5,-34.1,57.6,15.0167,-25.0667,15.0167,-25.0667,515,132,4,102.8615,332,15,332,15,-59,4866,640,779
Yes,1036.352 ,10,38,313.396 ,89.995 ,613,-1.2125,14.9583,26.1967,1592.8521,25.4,-31.7,57.1,17.3333,-17.7667,17.3333,-21.7333,505,143,3,111.5634,340,12,340,12,-17,5244,852,780
Yes,4280.130 ,6,42,33.033 ,89.993 ,1002,-5.3,13.8167,25.3517,1558.9973,21.8,-32.7,54.5,13.65,-24.4167,13.65,-24.4167,548,142,4,103.7716,355,15,355,15,-59,4872,631,783
Yes,1369.695 ,6,42,223.862 ,89.996 ,804,-2.1083,14.4667,26.3509,1527.3981,24,-30.9,54.9,15.95,-21.4,15.95,-21.4,530,145,4,108.1676,350,13,350,13,-31,5253,844,783
Yes,614.818 ,10,11,59.036 ,89.683 ,339,-2.7333,14.8,26.1947,1568.1754,24,-32.5,56.5,15.7167,-22.6833,15.7167,-22.6833,523,139,4,104.7196,339,15,339,15,-16,5257,843,783
Yes,678.897 ,5,36,232.512 ,89.986 ,580,-5.2875,14.2417,25.6607,1576.2356,22.1,-33.4,55.5,13.75,-24.75,13.75,-24.75,546,141,4,103.1667,353,15,353,15,-59,4845,613,784
Yes,1555.896 ,5,31,334.195 ,89.991 ,427,-3.4833,14.95,25.7315,1678.7987,24.9,-33.2,58.1,16.3,-24.6333,16.3,-24.6333,471,115,5,97.3026,294,19,294,19,-60,4866,625,784
Yes,11493.819 ,6,42,13.990 ,89.997 ,1188,-4.575,15.0833,26.0057,1650.6315,23.5,-34.5,58,14.9667,-25.3667,14.9667,-25.3667,509,130,4,102.5661,328,15,328,15,-61,4754,573,785
Yes,1653.351 ,34,26,107.819 ,89.984 ,357,-2.35,14.7,26.0177,1579.0144,24.4,-32.1,56.5,16.2167,-22.4333,16.2167,-22.4333,535,140,4,103.0822,343,16,343,16,-24,5127,835,786
Yes,6309.937 ,6,41,256.980 ,89.995 ,566,-4.6458,14.125,25.3136,1601.5922,22.8,-33,55.8,14.5667,-24.55,14.5667,-24.55,527,134,4,101.8757,338,15,338,15,-60,4861,612,787
Yes,1419.511 ,10,31,7.032 ,89.995 ,521,-4.375,14.4,25.4417,1587.3284,23,-33.6,56.6,14.5,-24.4,14.5,-24.4,537,141,4,104.6989,348,14,348,14,-28,4952,681,787
Yes,3679.783 ,6,42,43.459 ,89.994 ,863,-4.8458,14.475,25.5291,1620.3289,22.8,-33.9,56.7,14.5,-25.0667,14.5,-25.0667,528,134,4,102.02,339,15,339,15,-60,4839,596,788
Yes,3850.741 ,6,42,208.918 ,89.989 ,674,-3.5333,14.7833,25.7549,1637.7914,24.2,-33.2,57.4,15.8,-24.2,15.8,-24.2,504,128,4,101.4812,321,15,321,15,-36,4951,683,788
Yes,4458.528 ,6,42,78.690 ,89.986 ,929,-4.9583,14.7333,25.848,1625.1768,22.8,-34.2,57,14.4333,-25.2667,14.4333,-25.2667,526,135,4,103.0282,340,15,340,15,-60,4831,589,789
Yes,325.455 ,6,42,28.231 ,89.996 ,599,-4.6417,14.3333,25.3687,1620.5917,23,-33.5,56.5,14.7167,-24.8667,14.7167,-24.8667,519,132,4,102.8914,335,13,335,13,-60,4846,594,790
Yes,1406.005 ,10,12,150.945 ,89.821 ,359,-4.4333,13.8833,25.151,1576.7449,22.7,-32.5,55.2,14.5333,-23.9667,14.5333,-23.9667,553,143,4,102.9853,356,15,356,15,-14,5302,823,790
Yes,5838.051 ,21,16,8.326 ,89.989 ,470,-1.0625,15.025,26.176,1593.6995,25.6,-31.8,57.4,17.5,-21.6333,17.5,-21.6333,499,142,3,111.9053,336,11,336,11,-14,5303,824,790
Yes,3372.561 ,10,11,240.313 ,89.985 ,390,-1.2083,14.9833,26.5192,1565.2067,25.2,-31.3,56.5,17.1167,-21.2667,17.1167,-21.2667,504,143,3,111.9973,339,11,339,11,-14,5303,824,790
Yes,565.754 ,6,31,161.870 ,89.985 ,433,-4.2375,14.625,25.2155,1679.8555,24.2,-33.8,58,15.7167,-25.2833,15.7167,-25.2833,456,115,4,100.5276,291,15,291,15,-62,4691,518,791
Yes,4774.844 ,6,32,140.072 ,89.992 ,746,-3.45,15.4333,25.7222,1732.8838,25.5,-34.5,60,16.8,-20.95,16.8,-25.5167,443,109,4,99.7927,281,16,281,16,-60,4821,576,791
Yes,3680.337 ,21,31,144.462 ,89.893 ,591,-1.4167,15.0833,26.6962,1559.9451,24.9,-31.6,56.5,16.7833,-21.4667,16.7833,-21.4667,513,145,3,110.8903,343,12,343,12,-14,5300,821,791
Yes,1910.409 ,6,31,329.036 ,89.990 ,540,-3.8333,14.1833,25.1032,1625.0879,23.9,-32.6,56.5,15.55,-24.1167,15.55,-24.1167,522,131,5,99.6142,329,19,329,19,-14,5299,821,791
Yes,1918.604 ,6,42,101.833 ,89.996 ,697,-1.8375,14.575,26.404,1535.4465,24.2,-31,55.2,16.2333,-21.3667,16.2333,-21.3667,519,145,3,109.6204,345,12,345,12,-14,5302,823,791
Yes,1980.359 ,10,11,194.036 ,89.776 ,361,-1.4,14.7,26.6304,1528.9969,24.5,-30.7,55.2,16.5333,-20.9,16.5333,-20.9,517,149,3,112.1376,348,11,348,11,-14,5301,821,791
Yes,3018.674 ,10,25,263.991 ,89.976 ,362,-3.4292,13.8583,24.747,1612.9595,23.9,-32.1,56,15.7667,-23.6,15.7667,-23.6,524,133,5,99.1499,328,18,328,18,-14,5302,823,791
Yes,2722.225 ,10,20,293.199 ,89.978 ,368,-3.2083,14,24.7788,1624.2632,24.2,-32.3,56.5,16.0333,-23.6333,16.0333,-23.6333,514,131,5,100.6478,325,17,325,17,-14,5301,821,791
Yes,199.175 ,6,42,30.725 ,89.993 ,740,-1.0625,14.875,26.1424,1586.0415,25.4,-31.5,56.9,17.3833,-17.55,17.3833,-21.5,496,142,3,112.8312,336,11,336,11,-14,5301,821,791
Yes,1375.714 ,6,11,48.576 ,89.973 ,566,-1.6042,15.1583,26.5006,1581.4686,25,-32.2,57.2,16.8333,-18.1333,16.8333,-21.9667,510,143,3,110.6253,341,12,341,12,-14,5302,823,791
Yes,468.861 ,10,11,203.199 ,89.757 ,344,-1.6292,14.8083,26.5382,1547.4752,24.6,-31.2,55.8,16.55,-21.35,16.55,-21.35,518,143,4,108.7985,343,14,343,14,-14,5301,822,791
Yes,471.331 ,6,42,15.892 ,89.996 ,583,-1.2125,14.9417,26.1218,1598.7141,25.4,-31.8,57.2,17.3833,-21.8667,17.3833,-21.8667,506,144,3,112.0006,341,11,341,11,-14,5302,823,791
Yes,1315.358 ,10,11,180.000 ,89.769 ,345,-1.8,14.9,26.1404,1584.1359,24.9,-32.1,57,16.7,-22.1167,16.7,-22.1167,510,141,4,108.6269,337,13,337,13,-14,5302,823,791
Yes,4269.203 ,21,31,188.049 ,89.991 ,465,-1.2583,14.5833,26.1819,1557.6831,24.8,-30.9,55.7,16.9667,-21.1667,16.9667,-21.1667,515,143,3,109.4421,341,13,341,13,-28,4935,648,791
Yes,5699.414 ,6,41,261.870 ,89.989 ,526,-4.475,15.1,26.6314,1562.0914,22.7,-34,56.7,14.0167,-24.2333,14.0167,-24.2333,548,147,4,107.0506,364,15,364,15,-60,4834,582,792
Yes,8450.133 ,21,31,60.832 ,89.981 ,538,-2.1292,14.6083,26.2268,1544.3114,24.1,-31.6,55.7,16.0333,-21.8,16.0333,-21.8,525,146,3,109.4625,349,12,349,12,-14,5299,819,792
Yes,5945.536 ,21,37,104.744 ,89.953 ,427,-2.4208,14.825,26.1926,1573.3295,24.3,-32.3,56.6,16.0667,-22.4833,16.0667,-22.4833,514,138,4,106.6728,337,14,337,14,-14,5296,819,792
Yes,2016.467 ,6,31,217.185 ,89.994 ,548,-2.6833,14.95,26.0453,1594.5593,24.3,-33.1,57.4,15.9833,-23.1,15.9833,-23.1,516,139,4,106.3666,338,14,338,14,-14,5298,818,792
Yes,1246.247 ,6,31,124.759 ,89.995 ,677,-1.0125,14.9083,26.1092,1592.4497,25.4,-31.7,57.1,17.4667,-21.6,17.4667,-21.6,501,144,3,112.5379,338,11,338,11,-14,5299,821,792
Yes,2545.199 ,10,16,60.301 ,89.988 ,394,-1.575,15.0167,26.5782,1564.5454,24.8,-31.7,56.5,16.7167,-21.6167,16.7167,-21.6167,512,144,3,110.4055,341,12,341,12,-14,5295,818,792
Yes,2606.614 ,21,14,225.707 ,89.984 ,436,-1.1167,14.8167,26.1779,1578.4462,25.2,-31.4,56.6,17.25,-17.5333,17.25,-21.45,502,144,3,112.5072,339,12,339,12,-14,5299,819,792
Yes,1570.381 ,5,42,80.950 ,89.997 ,728,-1.7208,15.1583,26.547,1581.7201,24.8,-32.3,57.1,16.7,-18.2167,16.7,-22.0667,513,144,3,110.1771,341,13,341,13,-14,5298,819,792
Yes,2205.228 ,10,26,352.432 ,89.996 ,436,-1.7667,15.0833,26.5085,1577.1095,24.7,-32.2,56.9,16.6333,-22.0333,16.6333,-22.0333,516,143,3,109.5205,342,12,342,12,-14,5296,818,792
Yes,2276.297 ,5,41,9.669 ,89.993 ,713,-2.2042,14.3583,25.6399,1572.4583,24.4,-31.6,56,16.3,-22.1833,16.3,-22.1833,525,137,4,103.6164,338,16,338,16,-24,5104,811,792
Yes,582.343 ,6,41,202.620 ,89.986 ,555,-4.4,15.1833,26.7784,1564.7291,22.8,-33.9,56.7,14.15,-24.1667,14.15,-24.1667,542,147,4,107.4088,360,14,360,14,-60,4824,572,793
Yes,6178.368 ,6,42,31.435 ,89.997 ,645,-2.7958,14.6417,26.5729,1527.1742,23.5,-31.6,55.1,15.3,-22.0333,15.3,-22.0333,540,150,3,109.0193,358,12,358,12,-14,5297,816,793
Yes,5285.431 ,6,31,126.870 ,89.977 ,527,-3.1167,14.4,24.9135,1658.9089,24.7,-33.1,57.8,16.3667,-24.1833,16.3667,-24.1833,503,127,5,99.0295,315,17,315,17,-14,5297,816,793
Yes,2345.881 ,3,42,202.515 ,89.996 ,977,-1.2125,14.6917,26.5672,1535.5176,24.7,-30.6,55.3,16.7833,-20.8167,16.7833,-20.8167,513,147,3,111.7097,345,11,345,11,-14,5289,816,793
Yes,271.386 ,10,14,179.193 ,89.974 ,370,-1.1083,14.9,26.2324,1573.9453,25.3,-31.5,56.8,17.2333,-21.3833,17.2333,-21.3833,500,142,3,112.2704,338,11,338,11,-14,5296,815,793
Yes,3375.520 ,21,31,180.000 ,89.988 ,468,-4.0417,14.05,25.1792,1595.3153,23.3,-32.5,55.8,15.05,-23.9167,15.05,-23.9167,542,139,5,101.7058,346,17,346,17,-14,5298,817,793
Yes,7464.118 ,6,42,42.306 ,89.995 ,982,-1.7875,14.9917,26.3938,1578.0917,24.7,-32.1,56.8,16.6333,-22.05,16.6333,-22.05,520,143,4,108.1353,342,14,342,14,-14,5294,816,793
Yes,577.641 ,21,31,206.925 ,89.995 ,471,-1.25,14.9333,25.971,1609.0948,25.4,-32.1,57.5,17.3833,-18.0667,17.3833,-22.1,501,142,3,111.8418,337,11,337,12,-14,5292,815,793
Yes,5292.783 ,21,31,155.225 ,89.992 ,410,-1.1875,14.8083,26.117,1585.4668,25.2,-31.5,56.7,17.2333,-17.7,17.2333,-21.6167,501,142,3,111.0921,336,12,336,12,-14,5296,815,793
Yes,3581.548 ,21,31,217.875 ,89.985 ,537,-2.075,15.1,25.9897,1616.3771,24.9,-33.2,58.1,16.7,-22.95,16.7,-22.95,506,140,4,108.9624,336,14,336,14,-14,5295,815,793
Yes,1462.866 ,5,12,81.384 ,89.945 ,527,-1.2708,14.6917,26.0953,1575.4154,25,-31.3,56.3,17.0833,-21.5167,17.0833,-21.5167,515,144,4,109.2136,342,14,342,14,-18,5239,815,793
